Obs_ID,Study_ID,Cohort_ID,Shared_control_ID,Year,Country,Data_source,Data_location,Bird_species,Bird_common_name,Prey_species,Prey_common_name,Response,Measure,Direction,Detail_result,Note_result,Treatment_stimulus,Shape_pattern,Control_stimulus,Note_stimulus,Number_pattern,Diameter_pattern,Log_diameter,Area_pattern,Log_area,area_pattern_T,Log_area_pattern_T,Area_background,Log_background,Type_prey,Shape_prey,Diet_bird,Bird_sex,Bird_age,Tn,Cn,T_mean,C_mean,T_sd,C_sd,T_proportion,C_proportion,Study_design,Dataset,Mean_median,T_mean_median,C_mean_median,Type_of_variance_statistic,T_se,C_se,T_variance_q1,T_variance_q3,C_variance_q1,C_variance_q3,lnRR,lnRR_var,Note
87,Hossie_2015,Hossie_2015_2,Hossie_2015_a,2015,Canada,"text, fig. 3","p.6666, 6667",Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,time between first inspections and attack ,,eyespot,eyespot,no pattern,"pastry caterpillars based loosely on the appearance of the late instars of Papilio canadensis and Papilio glaucus caterpillar; eyespots were 4.5 mm in diameter, 4 mm apart, and 7 mm from the anterior tip of the prey. The eyespots had a 3-mm black pupil, with a 1-mm white sparkle. small prey were 25 mm long and 6 mm in diameter",2,4.5,1.504077397,15.90431281,2.766590318,31.80862562,3.459737499,1033.583943,6.940787598,artificial,abstract_caterpillar,omnivore,female,chick,10,10,1,2.7,2.308462692,4.74341649,NA,NA,independent,predator,mean,1,2.7,SEM,0.73,1.5,NA,NA,NA,NA,-0.993251773,0.841541975,
88,Hossie_2015,Hossie_2015_3,Hossie_2015_b,2015,Canada,"text, fig. 3","p.6666, 6667",Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,time between first inspections and attack ,,eyespot,eyespot,no pattern,"pastry caterpillars based loosely on the appearance of the late instars of Papilio canadensis and Papilio glaucus caterpillar; eyespots were 2.2 mm in diameter, 2 mm apart, and 3.5 mm from the anterior tip, with a 1.5mm black pupil and a 0.5mm white sparkle. large prey were 40 mm long and 7 mm in diameter.",2,2.2,0.78845736,3.801327111,1.335350245,7.602654222,2.028497426,549.778698,6.30951583,artificial,abstract_caterpillar,omnivore,female,chick,10,10,34,42.6,15.43191498,15.68489719,NA,NA,independent,predator,mean,34,42.6,SEM,4.88,4.96,NA,NA,NA,NA,-0.225493729,0.034157085,
89,Hossie_2015,Hossie_2015_4,Hossie_2015_b,2015,Canada,"text, fig. 3","p.6666, 6667",Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,time between first inspections and attack ,,eyespot,eyespot,no pattern,"pastry caterpillars based loosely on the appearance of the late instars of Papilio canadensis and Papilio glaucus caterpillar; eyespots were 4.5 mm in diameter, 4 mm apart, and 7 mm from the anterior tip of the prey. The eyespots had a 3-mm black pupil, with a 1-mm white sparkle. large prey were 40 mm long and 7 mm in diameter. ",2,4.5,1.504077397,15.90431281,2.766590318,31.80862562,3.459737499,1033.583943,6.940787598,artificial,abstract_caterpillar,omnivore,female,chick,10,10,159.2,42.6,102.4577962,15.68489719,NA,NA,independent,predator,mean,159.2,42.6,SEM,32.4,4.96,NA,NA,NA,NA,1.31830702,0.054975802,
90,Mukherjee_2015,Mukherjee_2015_1,Mukherjee_2015_a,2015,India,"text, fig. 1",p.3,Gallus_gallus,domestic fowl,Junonia_almana,peacock pansy butterfly,proportion1,proportion,Decrease,number of birds that first attack ,,eyespot,eyespot,no pattern,butterfly models were digitally manipulated from a photograph of a real specimen of J. almana in its resting position,2,9,2.197224577,63.61725124,4.152884679,127.2345025,4.84603186,2256.76,7.721685435,real,butterfly,omnivore,NA,chick,84,84,NA,NA,NA,NA,0.273809524,0.726190476,dependent,predator,NA,23,61,NA,NA,NA,NA,NA,NA,NA,0.616513822,0.003688148,"binomial Test, N = 84; P = 0.0001"
91,Mukherjee_2015,Mukherjee_2015_2,Mukherjee_2015_b,2015,India,"text, fig. 1",p.3,Gallus_gallus,domestic fowl,Junonia_almana,peacock pansy butterfly,proportion1,proportion,Decrease,number of birds that first attack ,,eyespot,eyespot,no pattern,butterfly models were digitally manipulated from a photograph of a real specimen of J. almana in its resting position; diameter was calculated by AM,5,4.02,1.391281903,12.69234848,2.54099933,63.4617424,4.150437242,2256.76,7.721685435,real,butterfly,omnivore,NA,chick,89,89,NA,NA,NA,NA,0.471910112,0.528089888,dependent,predator,NA,42,47,NA,NA,NA,NA,NA,NA,NA,0.071598564,0.002291492,"binomial Test, N = 89; P = 0.5250"
92,Skelhorn_2016,Skelhorn_2016_1,Skelhorn_2016_a,2016,UK,fig. 2,p.145,Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,latency to inspect,,eyespot,eyespot,no pattern,"resting posture; based loosely on the appearance of  the late instars of  Papilio canadensis and Papilio glaucus caterpillars; caterpillars with eyespots were produced by painting 2 yellow circles (E0.45cm diameter) dorsolaterally on the prey 0.4cm apart. A  black circle (E0.3cm diameter) was then painted inside each of  the yellow circles, and finally, a small white spot of  paint (E0.1cm diameter) was added to the center of  the black circles",2,4.5,1.504077397,15.90431281,2.766590318,31.80862562,3.459737499,1033.583943,6.940787598,artificial,abstract_caterpillar,omnivore,female,chick,9,9,168.53538,46.24117,101.42187,23.22414,NA,NA,independent,predator,mean,168.53538,46.24117,SE,33.80729,7.74138,NA,NA,NA,NA,1.293275171,0.068265364,
93,Skelhorn_2016,Skelhorn_2016_2,Skelhorn_2016_b,2016,UK,fig. 2,p.145,Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,latency to inspect,,eyespot,eyespot,no pattern,"defensive posture; based loosely on the appearance of  the late instars of  Papilio canadensis and Papilio glaucus caterpillars; caterpillars with eyespots were produced by painting 2 yellow circles (E0.45cm diameter) dorsolaterally on the prey 0.4cm apart. A  black circle (E0.3cm diameter) was then painted inside each of  the yellow circles, and finally, a small white spot of  paint (E0.1cm diameter) was added to the center of  the black circles",2,4.5,1.504077397,15.90431281,2.766590318,31.80862562,3.459737499,1346.629566,7.205360132,artificial,abstract_caterpillar,omnivore,female,chick,9,9,186.76192,192.83743,125.82192,108.18333,NA,NA,independent,predator,mean,186.76192,192.83743,SE,41.94064,36.06111,NA,NA,NA,NA,-0.032012852,0.08540051,
94,Skelhorn_2016,Skelhorn_2016_1,Skelhorn_2016_a,2016,UK,fig. 2,p.145,Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,latency to attack ,,eyespot,eyespot,no pattern,"resting posture; based loosely on the appearance of  the late instars of  Papilio canadensis and Papilio glaucus caterpillars; caterpillars with eyespots were produced by painting 2 yellow circles (E0.45cm diameter) dorsolaterally on the prey 0.4cm apart. A  black circle (E0.3cm diameter) was then painted inside each of  the yellow circles, and finally, a small white spot of  paint (E0.1cm diameter) was added to the center of  the black circles",2,4.5,1.504077397,15.90431281,2.766590318,31.80862562,3.459737499,1033.583943,6.940787598,artificial,abstract_caterpillar,omnivore,female,chick,9,9,345.47559,146.32164,58.86012,48.10074,NA,NA,independent,predator,mean,345.47559,146.32164,SE,19.62004,16.03358,NA,NA,NA,NA,0.859114777,0.015232522,
95,Skelhorn_2016,Skelhorn_2016_2,Skelhorn_2016_b,2016,UK,fig. 2,p.145,Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,latency to attack ,,eyespot,eyespot,no pattern,"defensive posture; based loosely on the appearance of  the late instars of  Papilio canadensis and Papilio glaucus caterpillars; caterpillars with eyespots were produced by painting 2 yellow circles (E0.45cm diameter) dorsolaterally on the prey 0.4cm apart. A  black circle (E0.3cm diameter) was then painted inside each of  the yellow circles, and finally, a small white spot of  paint (E0.1cm diameter) was added to the center of  the black circles",2,4.5,1.504077397,15.90431281,2.766590318,31.80862562,3.459737499,1346.629566,7.205360132,artificial,abstract_caterpillar,omnivore,female,chick,9,9,364.88466,396.10795,74.04984,122.15058,NA,NA,independent,predator,mea,364.88466,396.10795,SE,24.68328,40.71686,NA,NA,NA,NA,-0.082105471,0.015142353,
96,Forsman_2004,Forsman_2004_1,Forsman_2004_a,2004,Sweden,fig. 2,p.144,Gallus_gallus,domestic fowl,none,none,proportion1,proportion,Decrease,propotion of attacked first,,conspicuous,circle,no pattern,blue,2,9.49,2.250238613,70.73303714,4.25891275,141.4660743,4.952059931,1000,6.907755279,artificial,abstract_butterfly,omnivore,NA,chick,30,30,NA,NA,NA,NA,0.5,0.5,dependent,predator,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0,0.006754746,two-tailed binomial test; p = 0.9
97,Forsman_2004,Forsman_2004_2,Forsman_2004_b,2004,Sweden,fig. 2,p.144,Gallus_gallus,domestic fowl,none,none,proportion1,proportion,Decrease,propotion of attacked first,,conspicuous,circle,no pattern,red,2,9.49,2.250238613,70.73303714,4.25891275,141.4660743,4.952059931,1000,6.907755279,artificial,abstract_butterfly,omnivore,NA,chick,30,30,NA,NA,NA,NA,0.47134,0.52866,dependent,predator,NA,0.47134,0.52866,NA,NA,NA,NA,NA,NA,NA,0.073054588,0.006799876,two-tailed binomial test; p = 0.86
98,Forsman_2004,Forsman_2004_3,Forsman_2004_c,2004,Sweden,fig. 2,p.144,Gallus_gallus,domestic fowl,none,none,proportion1,proportion,Decrease,propotion of attacked first,,conspicuous,circle,no pattern,white,2,9.49,2.250238613,70.73303714,4.25891275,141.4660743,4.952059931,1000,6.907755279,artificial,abstract_butterfly,omnivore,NA,chick,30,30,NA,NA,NA,NA,0.67357,0.32643,dependent,predator,NA,0.67357,0.32643,NA,NA,NA,NA,NA,NA,NA,-0.459295915,0.008645276,two-tailed binomial test; p = 0.098
99,Forsman_2004,Forsman_2004_4,Forsman_2004_d,2004,Sweden,fig. 2,p.144,Gallus_gallus,domestic fowl,none,none,proportion1,proportion,Decrease,propotion of attacked first,,conspicuous,circle,no pattern,yellow,2,9.49,2.250238613,70.73303714,4.25891275,141.4660743,4.952059931,1000,6.907755279,artificial,abstract_butterfly,omnivore,NA,chick,30,30,NA,NA,NA,NA,0.20382,0.79618,dependent,predator,NA,0.20382,0.79618,NA,NA,NA,NA,NA,NA,NA,0.855901593,0.014350247,two-tailed binomial test; p = 0.02
100,Vallin_2010,Vallin_2010_1,Vallin_2010_a,2010,Sweden,fig. 3,p.13,Parus_caeruleus,blue tit,Saturnia_pavonia,emperor moth,continuous,latency,Increase,latency to first approach ,,eyespot,eyespot,no pattern,unmanipulated+sham-painted on the basal part of their wings so as to leave their eyespots intact vs. control,4,5.09,1.627277831,20.34817416,3.012991186,81.39269664,4.399285547,1140.5653,7.039279296,real,butterfly,omnivore,NA,NA,33,22,171,317,275.739007,389.3045081,NA,NA,independent,predator,mean,171,317,SE,48,83,NA,NA,NA,NA,-0.617238217,0.147348242,"both sex (prey); t-test: t53 = -2.0, p = 0.05"
101,Vallin_2010,Vallin_2010_1_1,Vallin_2010_a,2010,Sweden,text,p.13,Parus_caeruleus,blue tit,Saturnia_pavonia,emperor moth,continuous,number,Neutral,number of approach ,,eyespot,eyespot,no pattern,unmanipulated vs. control,4,5.09,1.627277831,20.34817416,3.012991186,81.39269664,4.399285547,1140.5653,7.039279296,real,butterfly,omnivore,NA,NA,12,12,6.8,9.7,4.156921938,8.660254038,NA,NA,independent,predator,mean,6.8,9.7,SE,1.2,2.5,NA,NA,NA,NA,-0.355203273,0.097567631,"male only (prey); Mann-Whitney U-test: U = 58, p = 0.44"
102,Vallin_2010,Vallin_2010_1_1,Vallin_2010_1a,2010,Sweden,table. 1,p.13,Parus_caeruleus,blue tit,Saturnia_pavonia,emperor moth,continuous,latency,Increase,latency to first approach ,mean time in seconds from the beginning of a trial to when a blue tit first visited the log on the floor (first visit),eyespot,eyespot,no pattern,unmanipulated vs. control,4,5.09,1.627277831,20.34817416,3.012991186,81.39269664,4.399285547,1140.5653,7.039279296,real,butterfly,omnivore,NA,NA,9,12,138,322,165,342.9460599,NA,NA,independent,predator,mean,138,322,SE,55,99,NA,NA,NA,NA,-0.84729786,0.253370283,male only (prey)
103,Vallin_2010,Vallin_2010_1_1,Vallin_2010_1a,2010,Sweden,table. 1,p.13,Parus_caeruleus,blue tit,Saturnia_pavonia,emperor moth,continuous,latency,Increase,latency to first approach ,mean time in seconds from the beginning of a trial to when a blue tit first visited the log on the floor (first visit),eyespot,eyespot,no pattern,sham-painted on the basal part of their wings so as to leave theireyespots intact vs. control,4,5.09,1.627277831,20.34817416,3.012991186,81.39269664,4.399285547,1140.5653,7.039279296,real,butterfly,omnivore,NA,NA,12,12,264,322,536.9357503,342.9460599,NA,NA,independent,predator,mean,264,322,SE,155,99,NA,NA,NA,NA,-0.198602442,0.439238921,male only (prey)
104,Vallin_2010,Vallin_2010_1_1,Vallin_2010_1a,2010,Sweden,table. 1,p.13,Parus_caeruleus,blue tit,Saturnia_pavonia,emperor moth,continuous,latency,Increase,latency to first approach ,mean time in seconds from the beginning of a trial to when a blue tit first visited the log on the floor (first visit),eyespot,eyespot,no pattern,unmanipulated vs. control,4,5.09,1.627277831,20.34817416,3.012991186,81.39269664,4.399285547,1140.5653,7.039279296,real,butterfly,omnivore,NA,NA,12,10,104,313,152.4204711,139.140217,NA,NA,independent,predator,mean,104,313,SE,44,144,NA,NA,NA,NA,-1.101812291,0.198755436,female sex (prey)
105,Merilaita_2011,Merilaita_2011_1,Merilaita_2011_a,2011,Finland,fig. 2,p.1329,Ficedula_hypoleuca,pied flycatcher,Inachis_io,peacock butterfly,continuous,latency,Increase,latency to attack,,eyespot,eyespot,no pattern,authors manipulated the number of butterfly eyespots (2 or 4). They did not report the result each stimuli,4,9.91,2.293544348,77.13246137,4.345524221,308.5298455,5.731818583,1370.3596,7.222828466,real,butterfly,Invertebrate,NA,NA,25.5,25.5,979.7101449,342.0289855,731.8481838,263.4653462,NA,NA,dependent,predator,mean,979.7101449,342.0289855,SE,144.9275362,52.17391304,NA,NA,NA,NA,1.052361271,0.022586723,NA
106,Merilaita_2011,Merilaita_2011_2,Merilaita_2011_b,2011,Finland,fig. 2,p.1329,Ficedula_hypoleuca,pied flycatcher,Inachis_io,peacock butterfly,continuous,latency,Increase,latency to attack,,eyespot,eyespot,no pattern,authors manipulated the number of butterfly eyespots (2 or 4). They did not report the result each stimuli,4,9.91,2.293544348,77.13246137,4.345524221,308.5298455,5.731818583,1370.3596,7.222828466,real,butterfly,Invertebrate,NA,NA,25.5,25.5,507.2463768,536.2318841,380.5610556,424.4719467,NA,NA,dependent,predator,mean,507.2463768,536.2318841,SE,75.36231884,84.05797101,NA,NA,NA,NA,-0.055569851,0.023356575,NA
107,Olofsson&Jakobsson_2013,Olofsson&Jakobsson_2013_1,Olofsson&Jakobsson_2013_a,2013,Sweden,fig. 3,p.293,Parus_caeruleus,blue tit,Lasiommata_megera,wall brown butterfly,continuous,latency,Increase,latency to landing until attack ,the time from landing on the perch in front of the butterfly until the attack was launched ,eyespot,eyespot,no pattern,"single wing; butterfly; birchbark as the background ; Authors made P. aegeria specimens eyespotless by detaching their forewings. Second, using a razor, they care-fully cut out the ventral apical eyespot from the forewing of L. megera specimens, and, from the sames pecimen, an equally large circular piece below the eyespot that functioned as a control marking. The cut-out circles, comprising a conspicuous eyespot or a dull brownish control, were glued onto the forewing-less P. aegeria specimens a few millimeters from the lower end of the hindwing margin ",1,3.929,1.368384941,12.12422365,2.495205406,12.12422365,2.495205406,334.6755,5.813161406,real,butterfly,omnivore,NA,NA,4,4,1.19591,0.50792,1.52374,0.05,NA,NA,independent,predator,mean,1.19591,0.50792,SE,0.76187,0,NA,NA,NA,NA,0.856338726,0.408271896,
108,Olofsson&Jakobsson_2013,Olofsson&Jakobsson_2013_2,Olofsson&Jakobsson_2013_b,2013,Sweden,fig. 3,p.293,Parus_caeruleus,blue tit,Lasiommata_megera,wall brown butterfly,continuous,latency,Increase,latency to landing until attack ,the time from landing on the perch in front of the butterfly until the attack was launched ,eyespot,eyespot,no pattern,"single wing; butterfly; oak bark back-ground; Authors made P. aegeria specimens eyespotless by detaching their forewings. Second, using a razor, they care-fully cut out the ventral apical eyespot from the forewing of L. megera specimens, and, from the sames pecimen, an equally large circular piece below the eyespot that functioned as a control marking. The cut-out circles, comprising a conspicuous eyespot or a dull brownish control, were glued onto the forewing-less P. aegeria specimens a few millimeters from the lower end of the hindwing margin ",1,3.929,1.368384941,12.12422365,2.495205406,12.12422365,2.495205406,334.6755,5.813161406,real,butterfly,omnivore,NA,NA,6,6,0.81266,0.04,0.961375734,0.05,NA,NA,independent,predator,mean,0.81266,0,SE,0.39248,0,NA,NA,NA,NA,3.011433364,0.493664326,
109,Olofsson&Jakobsson_2013,Olofsson&Jakobsson_2013_1,Olofsson&Jakobsson_2013_a,2013,Sweden,fig. 3,p.293,Parus_caeruleus,blue tit,Lasiommata_megera,wall brown butterfly,continuous,latency,Increase,latency to landing until attack ,the time from landing on the perch in front of the butterfly until the attack was launched ,eyespot,eyespot,no pattern,"single wing; butterfly; birchbark as the background ; Authors made P. aegeria specimens eyespotless by detaching their forewings. Second, using a razor, they care-fully cut out the ventral apical eyespot from the forewing of L. megera specimens, and, from the sames pecimen, an equally large circular piece below the eyespot that functioned as a control marking. The cut-out circles, comprising a conspicuous eyespot or a dull brownish control, were glued onto the forewing-less P. aegeria specimens a few millimeters from the lower end of the hindwing margin ",1,3.929,1.368384941,12.12422365,2.495205406,12.12422365,2.495205406,334.6755,5.813161406,real,butterfly,omnivore,NA,NA,40,40,1.59301,2.11939,3.299963229,3.621187394,NA,NA,independent,predator,mean,1.59301,2.11939,SE,0.52177,0.57256,NA,NA,NA,NA,-0.285503003,0.180263357,
110,Olofsson&Jakobsson_2013,Olofsson&Jakobsson_2013_2,Olofsson&Jakobsson_2013_b,2013,Sweden,fig. 3,p.293,Parus_caeruleus,blue tit,Lasiommata_megera,wall brown butterfly,continuous,latency,Increase,latency to landing until attack ,the time from landing on the perch in front of the butterfly until the attack was launched ,eyespot,eyespot,no pattern,"single wing; butterfly; oak bark back-ground; Authors made P. aegeria specimens eyespotless by detaching their forewings. Second, using a razor, they care-fully cut out the ventral apical eyespot from the forewing of L. megera specimens, and, from the sames pecimen, an equally large circular piece below the eyespot that functioned as a control marking. The cut-out circles, comprising a conspicuous eyespot or a dull brownish control, were glued onto the forewing-less P. aegeria specimens a few millimeters from the lower end of the hindwing margin ",1,3.929,1.368384941,12.12422365,2.495205406,12.12422365,2.495205406,334.6755,5.813161406,real,butterfly,omnivore,NA,NA,38,38,3.16755,2.00396,6.062762816,3.017172434,NA,NA,independent,predator,mean,3.16755,2.00396,SE,0.98351,0.48945,NA,NA,NA,NA,0.457833195,0.156061314,
111,Olofsson_2015,Olofsson_2015_1,Olofsson_2015_a,2015,Sweden,"text, fig. 2",p.753,Gallus_gallus,domestic fowl,Lasiommata_megera,wall brown butterfly,proportion1,proportion,Increase,number of flinching birds ,,eyespot,eyespot,no pattern,single wing; painted over eyespot on about half of the butterflies (Teyespot painted overU) and sham-painted an equally large area just beside the eyespot on the rest of the butterflies (Teyespot visibleU),1,3.929,1.368384941,12.12422365,2.495205406,12.12422365,2.495205406,334.6755,5.813161406,real,butterfly,omnivore,both,juvenile,26,26,NA,NA,NA,NA,0.269230769,0.5,independent,predator,NA,7,13,NA,NA,NA,NA,NA,NA,NA,-0.364425958,0.023948428,
112,Olofsson_2015,Olofsson_2015_1,Olofsson_2015_a,2015,Sweden,"text, fig. 2",p.753,Gallus_gallus,domestic fowl,Lasiommata_megera,wall brown butterfly,proportion1,proportion,Increase,number of flinching plus moving away birds ,,eyespot,eyespot,no pattern,single wing; painted over eyespot on about half of the butterflies (Teyespot painted overU) and sham-painted an equally large area just beside the eyespot on the rest of the butterflies (Teyespot visibleU),1,3.929,1.368384941,12.12422365,2.495205406,12.12422365,2.495205406,334.6755,5.813161406,real,butterfly,omnivore,both,juvenile,26,26,NA,NA,NA,NA,0.192307692,0.153846154,independent,predator,NA,5,4,NA,NA,NA,NA,NA,NA,NA,0.118933668,0.052923153,
113,Olofsson_2015,Olofsson_2015_1,Olofsson_2015_a,2015,Sweden,"text, fig. 2",p.753,Gallus_gallus,domestic fowl,Lasiommata_megera,wall brown butterfly,proportion1,proportion,Increase,number of flight birds ,including wing flaps and/or jumping,eyespot,eyespot,no pattern,single wing;painted over eyespot on about half of the butterflies (Teyespot painted overﾕ) and sham-painted an equally large area just beside the eyespot on the rest of the butterflies (Teyespot visibleU),1,3.929,1.368384941,12.12422365,2.495205406,12.12422365,2.495205406,334.6755,5.813161406,real,butterfly,omnivore,both,juvenile,26,26,NA,NA,NA,NA,0.5,0.269230769,independent,predator,NA,13,7,NA,NA,NA,NA,NA,NA,NA,0.364425958,0.023948428,
114,Olofsson_2015,Olofsson_2015_1,Olofsson_2015_a,2015,Sweden,text,p.753,Gallus_gallus,domestic fowl,Lasiommata_megera,wall brown butterfly,proportion1,proportion,Increase,number of call birds ,weak and intense alarm call,eyespot,eyespot,no pattern,single wing; painted over eyespot on about half of the butterflies (Teyespot painted overU) and sham-painted an equally large area just beside the eyespot on the rest of the butterflies (Teyespot visibleU),1,3.929,1.368384941,12.12422365,2.495205406,12.12422365,2.495205406,334.6755,5.813161406,real,butterfly,omnivore,both,juvenile,26,26,NA,NA,NA,NA,0.653846154,0.576923077,independent,predator,NA,17,15,NA,NA,NA,NA,NA,NA,NA,0.08778982,0.011881311,
115,Olofsson_2015,Olofsson_2015_2,Olofsson_2015_a,2015,Sweden,"text, fig. 3",p.754,Gallus_gallus,domestic fowl,Lasiommata_megera,wall brown butterfly,proportion1,proportion,Increase,number of flinching birds ,,eyespot,eyespot,no pattern,single wing; painted over eyespot on about half of the butterflies (Teyespot painted overU) and sham-painted an equally large area just beside the eyespot on the rest of the butterflies (Teyespot visibleU),1,3.929,1.368384941,12.12422365,2.495205406,12.12422365,2.495205406,334.6755,5.813161406,real,butterfly,omnivore,both,adult,25,23,NA,NA,NA,NA,0.48,0.52173913,independent,predator,NA,12,12,NA,NA,NA,NA,NA,NA,NA,-0.053113074,0.016877143,
116,Olofsson_2015,Olofsson_2015_2,Olofsson_2015_a,2015,Sweden,"text, fig. 3",p.754,Gallus_gallus,domestic fowl,Lasiommata_megera,wall brown butterfly,proportion1,proportion,Increase,number of flinching plus moving away birds ,,eyespot,eyespot,no pattern,single wing; painted over eyespot on about half of the butterflies (Teyespot painted overU) and sham-painted an equally large area just beside the eyespot on the rest of the butterflies (Teyespot visibleU),1,3.929,1.368384941,12.12422365,2.495205406,12.12422365,2.495205406,334.6755,5.813161406,real,butterfly,omnivore,both,adult,25,23,NA,NA,NA,NA,0.260869565,0.043478261,independent,predator,NA,6,1,NA,NA,NA,NA,NA,NA,NA,0.936875953,0.140571967,
117,Olofsson_2015,Olofsson_2015_1,Olofsson_2015_a,2015,Sweden,text,p.754,Gallus_gallus,domestic fowl,Lasiommata_megera,wall brown butterfly,proportion1,proportion,Decrease,number of attack birds ,,eyespot,eyespot,no pattern,single wing; painted over eyespot on about half of the butterflies (Teyespot painted overU) and sham-painted an equally large area just beside the eyespot on the rest of the butterflies (Teyespot visibleU),1,3.929,1.368384941,12.12422365,2.495205406,12.12422365,2.495205406,334.6755,5.813161406,real,butterfly,omnivore,both,adult,25,23,NA,NA,NA,NA,0.217391304,0.391304348,independent,predator,NA,5,9,NA,NA,NA,NA,NA,NA,NA,0.193234347,0.011026698,"GLM: Treatment:  x2 = 1.802, df = 1, p = 0.18"
118,Vallin_2005,Vallin_2005_1,Vallin_2005_a,2005,Sweden,table. 1,p.1205,Parus_caeruleus,blue tit,Inachis_io,peacock butterfly,proportion1,proportion,Increase,survival,AM culculated the survival rate from raw data,eyespot,eyespot,no pattern,no sound (wings cut to remove sound production) vs. no eyespots or sound (eyespots painted over and sound production removed),4,9.91,2.293544348,77.13246,4.345524204,308.52984,5.731818565,1370.3596,7.222828466,real,butterfly,omnivore,NA,NA,8,10,NA,NA,NA,NA,0.9,0.2,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991010356,0.068163176,
119,Vallin_2005,Vallin_2005_2,Vallin_2005_a,2005,Sweden,table. 1,p.1205,Parus_caeruleus,blue tit,Inachis_io,peacock butterfly,proportion1,proportion,Increase,survival,AM culculated the survival rate from raw data,eyespot,eyespot,no pattern,no eyespots (eyespots painted over); eyespots (instead painted at the bases of the wings),4,9.91,2.293544348,77.13246,4.345524204,308.52984,5.731818565,1370.3596,7.222828466,real,butterfly,omnivore,NA,NA,9,10,NA,NA,NA,NA,0.9,0.5,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.463944353,0.029166712,
120,Stevens_2007,Stevens_2007_1,Stevens_2007_a,2007,UK,fig. 6,p.1221,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,black highly contrasting spots; 7.00mm,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,50,50,NA,NA,NA,NA,0.184211,0.01,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.488090954,0.261869201,
121,Stevens_2007,Stevens_2007_2,Stevens_2007_a,2007,UK,fig. 6,p.1221,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,white highly contrast-ing spots; 7.00mm,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,50,50,NA,NA,NA,NA,0.318421,0.01,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.789370785,0.256119386,
122,Stevens_2007,Stevens_2007_3,Stevens_2007_b,2007,UK,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,a pair of concentric circles of equal area with a black centre and white surround,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.333747,0.138958,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47771179,0.01482684,
123,Stevens_2007,Stevens_2007_4,Stevens_2007_b,2007,UK,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,eyespot,eyespot,no pattern,a pair of concentric circles of equal width with a black centre and white surround,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.497519,0.138958,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.717624185,0.013257121,
124,Stevens_2007,Stevens_2007_5,Stevens_2007_b,2007,UK,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,donut; a pair of concentric circles of equal area with a white centre and black surround; 7.00mm ,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.353598,0.138958,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.511082989,0.014560913,
125,Stevens_2007,Stevens_2007_6,Stevens_2007_b,2007,UK,fig. 7,p.1222,none,none,none,none,proportion1,proportion,Increase,survival,,conspicuous,circle,no pattern,donut; a pair of concentric circles of equal width with a white centre and blacksurround; 7.00mm ,2,7,1.945910149,38.48451,3.650255823,76.96902,4.343403003,625,6.43775165,artificial,abstract_butterfly,NA,NA,NA,80,80,NA,NA,NA,NA,0.472705,0.138958,independent,prey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.685398871,0.013426823,
