Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"I Brandt, N Johansson, C Magnhagen, B SB","蟹 FISKERIVERKET",1999,"人类环境杂志","researchgate.net","https://www.researchgate.net/profile/Cathy-Hill-4/publication/264256089_Bengtsson_B-E_C_Hill_A_Bergman_I_Brandt_N_Johansson_C_Magnhagen_A_Sodergren_J_Thulin_1999_Reproductive_disturbances_in_Baltic_fish_a_synopsis_of_the_FiRe_project_Ambio_282-8_Chinese_translation/links/55afa8bd08ae32092e0649a1/Bengtsson-B-E-C-Hill-A-Bergman-I-Brandt-N-Johansson-C-Magnhagen-A-Soedergren-J-Thulin-1999-Reproductive-disturbances-in-Baltic-fish-a-synopsis-of-the-FiRe-project-Ambio-282-8-Chinese-translat.pdf","",40,"2023-06-16 12:11:17","PDF","","","",,,,,0,0.00,0,4,24,"… 鱼卵和刚孵化的小鱼苗(alevins)以与第一项实验中相同的方式… ,而且M74发生的起始时间可能 与有眼点卵(eyedegg)中的硫胺素… 这一观点基于对20世纪70~80年代波罗 的海海鸟和海豹的生殖…","https://www.researchgate.net/profile/Cathy-Hill-4/publication/264256089_Bengtsson_B-E_C_Hill_A_Bergman_I_Brandt_N_Johansson_C_Magnhagen_A_Sodergren_J_Thulin_1999_Reproductive_disturbances_in_Baltic_fish_a_synopsis_of_the_FiRe_project_Ambio_282-8_Chinese_translation/links/55afa8bd08ae32092e0649a1/Bengtsson-B-E-C-Hill-A-Bergman-I-Brandt-N-Johansson-C-Magnhagen-A-Soedergren-J-Thulin-1999-Reproductive-disturbances-in-Baltic-fish-a-synopsis-of-the-FiRe-project-Ambio-282-8-Chinese-translat.pdf","https://scholar.google.com/scholar?q=related:F0dd39XiQWIJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
11,"詹腓力","审判达尔文",1999,"","edzxup.u.qiniudn.com","http://edzxup.u.qiniudn.com/doc/2015/02/12/fca6f23e0ff48ec308599015d2603184/yEfB5bsm.pdf","https://scholar.google.com/scholar?cites=17771388436783847655&as_sdt=2005&sciodt=2007&hl=en",41,"2023-06-16 12:11:17","BOOK","","","",,,,,11,0.46,11,1,24,"… 中的确有些能感光的 “眼点” 其中合有感光色素在多细胞动物中相似的眼点长在小杯状的组织中 … 猜想鸟类和蝙蝠的翅膀在化石中出现的时候已经是 发展完全的翅膀从来没有任何人用实验证明…","http://edzxup.u.qiniudn.com/doc/2015/02/12/fca6f23e0ff48ec308599015d2603184/yEfB5bsm.pdf","https://scholar.google.com/scholar?q=related:51j8W6CnoPYJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
9,"冯蕴雯, 路成, 薛小锋, 马小骏","S5000F 介绍及在民用飞机运行可靠性分析反馈中的应用",2020,"航空工程进展","hkgcjz.cnjournals.com","http://hkgcjz.cnjournals.com/hkgcjz/article/pdf/2019102","https://scholar.google.com/scholar?cites=13444058678264162340&as_sdt=2005&sciodt=2007&hl=en",42,"2023-06-16 12:11:17","PDF","","","",,,,,9,3.00,2,4,3,"… 功能状态的行动,通常分为 计划/预防性维修和非计划维修两大类,… 第7章“寿命周期成本分析数据 反馈暠主要着 眼点在于装备和… 等可靠性建模方法, 机器学习,深度学习理论建立运行可靠性分析模 …","http://hkgcjz.cnjournals.com/hkgcjz/article/pdf/2019102","https://scholar.google.com/scholar?q=related:JGhxYSPkkroJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"WEI Jun-Cheng, Z Xiang, CAI Yi-Long, CAI Jing-Bo…","传统音乐: 霍斯卡乐队 (1956 年出版) 四大主唱 (纳萨尼尔斯博尔克列宾 jako bolgjon zeggan) 电吉他: 布鲁斯拉威尔录音室编号 1640 专辑: audio playing 豆瓣达达 …",2022,"卡塔尔世界杯","kdmtuner.com","https://www.kdmtuner.com/article/doi/10.7541/2023.2022.0257?pageType=en","",43,"2023-06-16 12:11:17","HTML","10.7541/2023.2022.0257","","",,,,,0,0.00,0,5,1,"… 些专业技巧比如歌曲表演,舞蹈动作模仿都可以甩男生一条街.英文… 了其他鄙视链学习得最快的 就是学习bec中级bec的学习和接触:… 所以说走捷径是比较可怕的,此外民营的石墨就像不死鸟,什么…","https://www.kdmtuner.com/article/doi/10.7541/2023.2022.0257?pageType=en",""
0,"杨春时","五四文学革命的历史经验",1999,"琼州大学学报","core.ac.uk","https://core.ac.uk/download/pdf/41454440.pdf","",44,"2023-06-16 12:11:17","PDF","","","",,,,,0,0.00,0,1,24,"… 胡适等推崇的实验主义 哲学属于英美经验主义传统, 带有科学主义倾向. 中国哲学因其与伦理学 … 五四文学革命的倡导者认为要挽救垂死之中 国文学, 只有向西方学习, 引进西方文学思想和文 学…","https://core.ac.uk/download/pdf/41454440.pdf","https://scholar.google.com/scholar?q=related:qGy52HaHQ2MJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"刘思情, 唐琼英, 李小娟, 刘焕章","动物学研究 (DONGWUXUE YANJIU)",2013,"动物学研究 (DONGWUXUE YANJIU …","zoores.ac.cn","https://www.zoores.ac.cn/fileDWXYJ/journal/article/zr/2013/5/PDF/20130500.pdf","",45,"2023-06-16 12:11:17","PDF","","","",,,,,0,0.00,0,4,10,"… 刘淑伟,陈小勇(504) 中国莺科鸟类新纪录种——黑顶林莺(… 摘要:2011 年3 月9 日—5 月19 日,以 厦门海域采集的野生个体和实验… 家系,以 后将单独培养,全过程绝对避免与其他来源的个 体混合. …","https://www.zoores.ac.cn/fileDWXYJ/journal/article/zr/2013/5/PDF/20130500.pdf","https://scholar.google.com/scholar?q=related:0pX7wQ8lu4oJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
2,"LIN Guo-Qing, LIN Dan, C Xi-Fei, LIU Yan-Fei…","Research on the scale artificial breeding technique and the morphological observation of the early developmental stages of Babylonia lutosa",2015,"Journal of Fisheries …","hyyysci.com","http://www.hyyysci.com/EN/abstract/abstract8645.shtml","https://scholar.google.com/scholar?cites=234806045665783368&as_sdt=2005&sciodt=2007&hl=en",46,"2023-06-16 12:11:17","","","","",,,,,2,0.25,0,5,8,"… 野 生亲螺 100 kg,放养在福建省大成水产良种繁育 试验中心的2 ロ亲螺培育池,放养密度 1.4 kg/ … 每次筛苗前 后,稚螺使用15 mg/L高锰酸钾溶液等药物浸浴消 毒 5 ~10 min,预防因稚螺受伤引起…","http://www.hyyysci.com/EN/article/downloadArticleFile.do?attachType=PDF&id=8645","https://scholar.google.com/scholar?q=related:SO4Fv9oyQgMJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"李文华, 何云","语言表达· 综合训练",2004,"文科爱好者","","","",47,"2023-06-16 12:11:17","CITATION","","","",,,,,0,0.00,0,2,19,"","","https://scholar.google.com/scholar?q=related:8fi-R6cckmAJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
3,"毕彦华","何谓法学",2015,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=ISlrCQAAQBAJ&oi=fnd&pg=PT8&dq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&ots=-sNKAm8W4n&sig=UjDTi_2dJ-0NCK_UXkM_lZwgR30","https://scholar.google.com/scholar?cites=8601720435123003677&as_sdt=2005&sciodt=2007&hl=en",48,"2023-06-16 12:11:17","BOOK","","","",,,,,3,0.38,3,1,8,"… 通过非暴力的方式解决,从而避免或减少了对人类造成巨大灾难的… 总之,学习法学是广大青年增长 才干,使个体能够全面发 展,成为… 一门学科的成立,如果其内容,范围不清楚,学科研究的着 眼点含糊…","","https://scholar.google.com/scholar?q=related:HaG5cClzX3cJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
38,"赵建成, 吴跃峰","生物资源学",2002,"","ecsponline.com","http://www.ecsponline.com/yz/B7C9DD77E2E2B41D6A0E1D67F6CAB727B000.pdf","https://scholar.google.com/scholar?cites=18385630793070509669&as_sdt=2005&sciodt=2007&hl=en",49,"2023-06-16 12:11:17","PDF","","","",,,,,38,1.81,19,2,21,"… 本教材是在考虑到学生已学习过植物学(植物生物学),动物学(… 笋,夏长 鞭,秋孕笋,冬休眠;鸟类资源 量最多的季节是秋季.年周期为… 于淡水环境中的单细胞绿藻,营养时期没有鞭毛和眼点,细胞体积 …","http://www.ecsponline.com/yz/B7C9DD77E2E2B41D6A0E1D67F6CAB727B000.pdf","https://scholar.google.com/scholar?q=related:ZX5ziMvhJv8J:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
3,"何湘","论清代江南女性诗的风云之气",2013,"苏州大学学报","202.195.136.156","http://202.195.136.156/wwh/Files/WUB/201303130958188450.pdf","https://scholar.google.com/scholar?cites=13479709110612677293&as_sdt=2005&sciodt=2007&hl=en",50,"2023-06-16 12:11:17","PDF","","","",,,,,3,0.30,3,1,10,"… ——关注面在较宏远的时空,着 眼点在力度感较强的客体,倾向于… 游人梦觉先鸟起,应候来看江头 潮.俄闻隆 隆振坤轴,画天一线银… 大放眼界,还是她深仰的天籁,学习的范例. 有些江南女作家在继承…","http://202.195.136.156/wwh/Files/WUB/201303130958188450.pdf","https://scholar.google.com/scholar?q=related:rVKqfQSMEbsJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
7,"方舟子","中国科普佳作精选· 进化新篇章",2000,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=TGeADwAAQBAJ&oi=fnd&pg=PT143&dq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&ots=ajbKhOEbCE&sig=Kbb_4fOrjtGVU9MnurSzOGtdFyE","https://scholar.google.com/scholar?cites=12865626810193356324&as_sdt=2005&sciodt=2007&hl=en",51,"2023-06-16 12:11:17","BOOK","","","",,,,,7,0.30,7,1,23,"… 附录重点推荐了一部分有关 优秀著作,供有志于进一步学习进化论… 单细胞生物的眼点)到复杂 逐渐进化而来.他非常自信地写道: … 你看,布谷鸟会把蛋下在别的 鸟巢里,让别的鸟替它养儿养女,蚂蚁…","","https://scholar.google.com/scholar?q=related:JCZROmvji7IJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
1,"王玲玲","贝类神经内分泌系统对免疫应答的调节机制",2022,"大连海洋大学学报","xuebao.dlou.edu.cn","https://xuebao.dlou.edu.cn/CN/10.16535/j.cnki.dlhyxb.2022-140","https://scholar.google.com/scholar?cites=2058013729103797393&as_sdt=2005&sciodt=2007&hl=en",52,"2023-06-16 12:11:17","","10.16535/j.cnki.dlhyxb.2022-140","","",,,,,1,1.00,1,1,1,"… 防控重点实验室ꎬ 辽宁省海洋动物免疫学重点实验室ꎬ 辽宁… nAChRα2ꎬ 在栉孔扇贝受精卵到 眼 点幼虫的各个发育时期ꎬ 以及… 种生理过程ꎮ NO能激活可溶 性鸟苷酸环化酶(soluble guanylate …","https://xuebao.dlou.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=6163","https://scholar.google.com/scholar?q=related:kdwbMpWIjxwJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
23,"高美华, 孔玉芝","高职生心理健康教育",2007,"","swstsg.com","http://www.swstsg.com/PDFDATA/data%5C20%5C10%5C03%5C1079385.pdf","https://scholar.google.com/scholar?cites=7763079376932673382&as_sdt=2005&sciodt=2007&hl=en",53,"2023-06-16 12:11:17","PDF","","","",,,,,23,1.44,12,2,16,"… 病 态行为既可以通过学习获得,同样也可以通过学习改变或使之… 是把着 眼点放在当前可观察的 非适应性行为问题;强调通过学习和… 而这些学生中带普遍性的心理问题的预防和解决,通过课堂集中…","http://www.swstsg.com/PDFDATA/data%5C20%5C10%5C03%5C1079385.pdf","https://scholar.google.com/scholar?q=related:Zpc7EZD_u2sJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
4,"宋伦, 毕相东","渤海海洋生态灾害及应急处置",2015,"","BEIJING BOOK CO. INC.","","https://scholar.google.com/scholar?cites=15356121133955767849&as_sdt=2005&sciodt=2007&hl=en",54,"2023-06-16 12:11:17","CITATION","","","",,,,,4,0.50,2,2,8,"","","https://scholar.google.com/scholar?q=related:KV5Npc_mG9UJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
8,"毛秉华","天下第一山 (重印)",2013,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=T1p_DwAAQBAJ&oi=fnd&dq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&ots=5MdQnnGoq4&sig=QoY7f-a82aEUV4QJvDkRZSrCwVs","https://scholar.google.com/scholar?cites=12710145445682570314&as_sdt=2005&sciodt=2007&hl=en",55,"2023-06-16 12:11:17","BOOK","","","",,,,,8,0.80,8,1,10,"… 融,有血有肉,读后催人奋起,令人信服;三是作者从事井冈山斗 争史的学习,研究和宣传工作20多年 ,… 他的着 眼点是把研究古籍与当今生活相联系,为现实斗争服务.他从中国革命战争的 实际出发,…","","https://scholar.google.com/scholar?q=related:SmR1DfGBY7AJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
2,"常根柱, 师尚礼","优质苜蓿品种及栽培关键技术",2006,"","wenqujingdian.com","http://www.wenqujingdian.com/Public/editor/attached/file/20180613/20180613220310_92111.pdf","https://scholar.google.com/scholar?cites=6304158677448720372&as_sdt=2005&sciodt=2007&hl=en",56,"2023-06-16 12:11:17","PDF","","","",,,,,2,0.12,1,2,17,"… 亦有少量种植, 南方地区 正在引种试验.随着我国农业结构的调整… 也可与细茎披碱草,多年生黑 麦草,无芒雀麦等 禾本科牧草混播, … 种子丸衣化仅仅增加种子成本1~2% , 这是 一项预防土壤中缺乏…","http://www.wenqujingdian.com/Public/editor/attached/file/20180613/20180613220310_92111.pdf","https://scholar.google.com/scholar?q=related:9P8GkerefFcJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"赵敏, 廖迪生","云贵高原的 “坝子社会”: 历史人类学视野下的西南边疆",2015,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=Cgc6EAAAQBAJ&oi=fnd&pg=PA1&dq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&ots=yvCSp9MMHm&sig=Zkuy_dLamRCW2r9VER9_vn9fAkU","",57,"2023-06-16 12:11:17","BOOK","","","",,,,,0,0.00,0,2,8,"… 当我们围绕着“坝子”展开讨论时,我们的着 眼点还是基于明清以来“坝子社会”的历史构建对当代的 … 对于本书的作者而言,作为人类学者,对地方生活进行深入细致的观察和记 录,是我们学习和把握“…","","https://scholar.google.com/scholar?q=related:YQY9r03UHiQJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
